,amount_words,lenght_to_word,has_words_in,area_rect,b,g,r,img_name,wrods,target
29,14,0.0,1,45504,255,255,255,selenium/30_10.png, card  Primary  title  Some  quick  example  the  card  and  make  the  card's  the  content. ,6
30,16,0.0,1,45792,231,164,47,selenium/30_10.png, card  alan Iavg  title  Some  quick  Cycle) cd  card  and  the  make  the  the  card's  Toelaie=ialen ,6
31,2,0.0,1,12427,247,247,247,selenium/30_10.png, Card  header ,6
32,1,0.0,1,10115,247,247,247,selenium/30_10.png, Header ,6
33,1,0.0,1,10080,223,158,45,selenium/30_10.png, Header ,6
34,25,0.0,1,54043,255,255,255,selenium/30_10.png, List  item  days  group  heading  ago  Donec  elit  mi  porta  non  gravida  eget  metus.  Maecenas  sed  diam  eget  risus  varius  blandit.  elit  Donec  porta.  non ,6
35,0,106.50469473220417,0,810,231,164,47,selenium/30_10.png,,6
36,2,0.0,1,10115,255,255,255,selenium/30_10.png, leo  risus ,6
37,2,0.0,1,10080,255,255,255,selenium/30_10.png, leo  risus ,6
38,0,51.0098029794274,0,306,231,164,47,selenium/30_10.png,,6
39,0,45.0111097397076,0,810,231,164,47,selenium/30_10.png,,6
40,2,0.0,1,10115,255,255,255,selenium/30_10.png, Dapibus  facilisis ,6
41,2,0.0,1,10080,255,255,255,selenium/30_10.png, Dapibus  facilisis ,6
42,0,11.067971810589327,0,459,231,164,47,selenium/30_10.png,,6
43,0,16.867127793433,0,1053,231,164,47,selenium/30_10.png,,6
44,3,0.0,1,10080,255,255,255,selenium/30_10.png, Cras  justo  odio ,6
45,22,0.0,1,54708,231,164,47,selenium/30_10.png, ENE  ago  Donec  mi  porta  non  ele Mel}  eget  ra eee  Maecenas  sed  diam  eget  ratty  varius  blandit.  elit  Donec  porta.  non ,6
46,3,0.0,1,10767,231,164,47,selenium/30_10.png, lor.  odio  justo ,6
47,47,0.0,1,119382,255,255,255,selenium/30_10.png, ENE  ago  Donec  mi  porta  non  ele Mel}  eget  ra eee  Maecenas  sed  diam  eget  ratty  varius  blandit.  elit  Donec  porta.  non  List  item  days  group  heading  ago  Donec  elit  mi  porta  non  gravida  eget  metus.  Maecenas  sed  diam  eget  risus  varius  blandit.  elit  Donec  porta.  non ,6
48,7,0.0,1,39693,255,255,255,selenium/30_10.png, lor.  odio  justo  Dapibus  facilisis  leo  risus ,6
49,7,0.0,1,39562,255,255,255,selenium/30_10.png, Cras  justo  odio  Dapibus  facilisis  leo  risus ,6
50,0,51.696228102251325,0,187,231,166,52,selenium/30_10.png,Cerulean,6
51,0,38.16084380618437,0,176,231,166,52,selenium/30_10.png,,6
52,0,42.07433897282285,0,360,248,235,213,selenium/30_10.png,Twitter,6
53,0,41.57523301197481,0,399,231,166,52,selenium/30_10.png,GitHub,6
54,126,0.0,1,884658,255,255,255,selenium/30_10.png, Bootswatch  mW aY=vaat a9  GitHub  Blog  Cerulean  Twitter  Cras  justo  odio  lor.  odio  ENE  justo  ago  Dapibus  facilisis  Dapibus  facilisis  Donec  mi  porta  non  ele Mel}  eget  ra eee  leo  risus  leo  risus  Maecenas  sed  diam  eget  ratty  varius  blandit.  elit  Donec  porta.  non  List  item  days  group  heading  ago  Donec  elit  mi  porta  non  gravida  eget  metus.  Maecenas  sed  diam  eget  risus  varius  blandit.  elit  Donec  porta.  non  Cards  Header  Card  header  Header  card  card  alan Iavg  title  Primary  title  Special  title  treatment  Support  card  subtitle  Some  quick  Some  quick  Cycle) cd  example  card  and  the  card  and  the  make  make  the  the  card's  the  card's  the  Toelaie=ialen  content.  Image  cap  Header  Header  card  Secondary  card  Secondary  title  title  Some  quick  Some  quick  example  example ,6
55,2,0.0,1,7830,255,255,255,selenium/30_10.png, quick  example ,6
56,2,0.0,1,7830,239,236,233,selenium/30_10.png, quick  example ,6
57,2,0.0,1,18391,247,247,247,selenium/19_0.png, TEAM  NAME ,1
58,2,0.0,1,18391,247,247,247,selenium/19_0.png, NAME  LAST ,1
59,2,0.0,1,18391,247,247,247,selenium/19_0.png, FIRST  NAME ,1
60,0,547.0959696433524,0,256,234,194,239,selenium/19_0.png,CONTINUE,6
61,0,539.6758286230726,0,256,234,194,239,selenium/19_0.png,CONTINUE,6
62,0,528.9919659125269,0,493,255,255,255,selenium/19_0.png,CONTINUE,6
63,0,297.57688082241873,0,256,240,193,170,selenium/19_0.png,CONTINUE,6
64,1,0.0,1,5699,240,193,170,selenium/19_0.png, CONTINUE ,6
65,0,181.98969751060085,0,240,255,255,255,selenium/19_0.png,CONTINUE,6
66,0,87.86353054595519,0,240,255,255,255,selenium/19_0.png,CONTINUE,6
67,0,50.42320894191484,0,272,255,255,255,selenium/19_0.png,CONTINUE,6
68,0,61.21478579559027,0,240,255,255,255,selenium/19_0.png,PASSWORD,6
69,0,209.97261726234686,0,8040,247,247,247,selenium/19_0.png,NAME,6
70,0,79.05694150420949,0,240,255,255,255,selenium/19_0.png,PASSWORD,6
71,0,123.613308345016,0,8040,247,247,247,selenium/19_0.png,NAME,6
72,0,19.72941965694886,0,285,161,190,228,selenium/19_0.png,CHOOSE,6
73,0,33.20391543176798,0,4343,255,255,255,selenium/19_0.png,PICTURE,6
74,0,68.20007331374359,0,240,255,255,255,selenium/19_0.png,TEAM,6
75,0,52.8441103624614,0,6095,231,233,233,selenium/19_0.png,CHOOSE,6
76,0,95.6896023609671,0,8040,247,247,247,selenium/19_0.png,NAME,6
77,0,69.98928489418934,0,22350,255,255,255,selenium/19_0.png,CHOOSE,6
78,12,0.0,1,400404,255,255,255,selenium/19_0.png, FIRST  NAME  NAME  LAST  TEAM  NAME  CHOOSE  PICTURE  EMAIL  CREATE  PASSWORD  CONTINUE ,6
79,0,177.99227511327564,0,748,242,206,193,selenium/19_0.png,,6
80,0,84.72602905837142,0,405,242,206,193,selenium/19_0.png,NAME,6
81,0,220.10224896624752,0,280,241,193,180,selenium/19_0.png,CHOOSE,6
82,0,225.87883920367574,0,468,242,206,193,selenium/19_0.png,CHOOSE,6
83,0,240.69171153157725,0,1368,242,206,193,selenium/19_0.png,CHOOSE,6
84,0,111.35191960626453,0,616,242,206,193,selenium/19_0.png,NAME,6
85,12,0.0,1,884658,255,255,255,selenium/19_0.png, FIRST  NAME  NAME  LAST  TEAM  NAME  CHOOSE  PICTURE  EMAIL  CREATE  PASSWORD  CONTINUE ,6
86,0,258.0779920876633,0,15600,247,247,247,selenium/19_0.png,PASSWORD,6
87,0,179.0111728356641,0,15600,247,247,247,selenium/19_0.png,PASSWORD,6
88,1,0.0,1,10115,96,89,81,selenium/47_12.png, Header ,6
89,1,0.0,1,10080,96,89,81,selenium/47_12.png, Header ,6
90,15,0.0,1,56661,62,56,50,selenium/47_12.png, Header  Light  card  title  Some  quick  yells)  the  card  and  make  the  Saat=)  card's  content. ,6
91,15,0.0,1,56474,239,236,233,selenium/47_12.png, Header  Light  card  title  Some  quick  example  the  card  and  make  the  the  card's  content. ,6
92,16,0.0,1,45504,62,56,50,selenium/47_12.png, fore} nel  Info  title  Some  quick  Cycle) cd  the  card  and  make  the  Saat=)  card's  Toelaie=inlen ,6
93,15,0.0,1,45792,222,192,91,selenium/47_12.png, Info  card  title  Some  elite  Cycles  the  card  and  make  the  sitll  the  card's  Toelaie=ialen ,6
94,1,0.0,1,10115,96,89,81,selenium/47_12.png, Header ,6
95,1,0.0,1,10080,96,89,81,selenium/47_12.png, Header ,6
96,15,0.0,1,45504,62,56,50,selenium/47_12.png, Warning  card  title  Some  quick  Cycle) cd  and  the  card  make  the  Saat=)  card's  Toelaie=inlen ,6
97,15,0.0,1,45792,6,148,248,selenium/47_12.png, card  Warning  title  Some  elite  ela t  the  and  card  make  the  the  card's  Feelnie-vala ,6
98,1,0.0,1,10115,96,89,81,selenium/47_12.png, Header ,6
99,1,0.0,1,10080,96,89,81,selenium/47_12.png, Header ,6
100,14,0.0,1,54043,62,56,50,selenium/47_12.png, Card  subtitle  Some  quick  example  the  card  and  make  Saat=)  the  card's  Toelaie=inlen  Another ,6
101,0,20.396078054371138,0,1040,91,95,238,selenium/47_12.png,litera,6
102,0,36.98986347636336,0,187,68,63,58,selenium/47_12.png,,6
103,0,40.311288741492746,0,176,68,63,58,selenium/47_12.png,ate),6
104,0,42.1070065428546,0,360,68,63,58,selenium/47_12.png,Twitter,6
105,0,57.47390712314589,0,1377,68,63,58,selenium/47_12.png,Twitter,6
106,1,0.0,1,4539,68,63,58,selenium/47_12.png, Twitter ,6
107,1,0.0,1,4539,68,63,58,selenium/47_12.png, GitHub ,6
108,21,0.0,1,84476,62,56,50,selenium/47_12.png, card  Danger  title  Card  Some  quick  Cycle) cd  Some  quick  the  card  and  make  the  the  Saat=)  card's  the  Toelaie=inlen  Toelaie=inlen ,6
109,1,0.0,1,2484,68,63,58,selenium/47_12.png, Blog ,6
110,1,0.0,1,2448,68,63,58,selenium/47_12.png, ate) ,6
111,20,0.0,1,65464,91,95,238,selenium/47_12.png, Bootswatch  mW at-vent a9  ate)  car  Danger  Some  litera  Cycle) d  the  card  and  make  the  sIell  the  card's  Toelaie=inlen ,6
112,147,0.0,1,884658,48,43,39,selenium/47_12.png, Bootswatch  mW at-vent a9  ate)  Blog  GitHub  Twitter  car  card  Danger  Danger  title  Card  subtitle  Some  Some  quick  litera  Cycle) d  Cycle) cd  Some  quick  example  the  card  and  make  the  card  and  make  the  card  and  make  the  sIell  the  card's  the  Saat=)  card's  Saat=)  the  card's  Toelaie=inlen  Toelaie=inlen  Toelaie=inlen  Another  Header  Header  card  Warning  title  Warning  card  title  Some  elite  Some  ela t  quick  Cycle) cd  the  and  and  card  make  the  card  make  the  the  card's  the  Saat=)  card's  Feelnie-vala  Toelaie=inlen  Header  Header  Info  card  fore} nel  title  Info  title  Some  elite  Some  Cycles  quick  Cycle) cd  the  card  and  make  the  card  and  make  the  sitll  the  card's  the  Saat=)  card's  Toelaie=ialen  Toelaie=inlen  Header  Header  Light  card  title  Light  card  title  Some  quick  Some  quick  yells)  example  the  the  card  and  card  and  make  make  the  the  card's  the  Saat=)  card's  content.  content. ,6
113,0,391.78182704153085,0,784,54,43,0,selenium/48_9.png,Morbi,6
114,3,0.0,1,10115,54,43,0,selenium/48_9.png, Morbi  ite)  risus ,6
115,3,0.0,1,10080,54,43,0,selenium/48_9.png, Morbi  ite)  nity ,6
116,0,332.09825353349873,0,784,54,43,0,selenium/48_9.png,Morbi,6
117,2,0.0,1,10115,54,43,0,selenium/48_9.png, Dapibus  Seve ,6
118,2,0.0,1,10080,54,43,0,selenium/48_9.png, Dapibus  facilisis ,6
119,0,282.8679020320262,0,336,0,137,181,selenium/48_9.png,Morbi,6
120,0,274.3560642668574,0,924,54,43,0,selenium/48_9.png,Morbi,6
121,3,0.0,1,10080,54,43,0,selenium/48_9.png, Cras  odio  justo ,6
122,23,0.0,1,41031,66,54,7,selenium/48_9.png, heading  CENT  iia  item  group  ago  Donec  Pate)  lie  porta  non  Maecenas  diam  ce  ccm  sed  road  nd  Neat  rita  Donec  porta.  non ,6
123,3,0.0,1,10767,66,54,7,selenium/48_9.png, forts  odio  aTUEsco) ,6
124,8,0.0,1,39693,54,43,0,selenium/48_9.png, forts  odio  aTUEsco)  Dapibus  Seve  Morbi  ite)  risus ,6
125,8,0.0,1,39562,54,43,0,selenium/48_9.png, Cras  odio  justo  Dapibus  facilisis  Morbi  ite)  nity ,6
126,0,94.51454914456292,0,372,192,192,192,selenium/48_9.png,ago,6
127,0,120.5010373399333,0,1271,0,137,181,selenium/48_9.png,,6
128,0,68.65311354920475,0,1350,0,137,181,selenium/48_9.png,Saal oX-1e|,6
129,0,31.400636936215164,0,176,66,54,7,selenium/48_9.png,elela,6
130,0,35.7246413557925,0,187,66,54,7,selenium/48_9.png,Help,6
131,0,36.62308015445998,0,378,66,54,7,selenium/48_9.png,Twitter,6
132,0,35.5,0,441,66,54,7,selenium/48_9.png,GitHub,6
133,0,104.50478457946315,0,6840,54,43,0,selenium/48_9.png,heading,6
134,0,213.78786214376157,0,6840,66,54,7,selenium/48_9.png,,6
135,0,260.1196839918117,0,13860,66,54,7,selenium/48_9.png,,6
136,0,365.6586522974672,0,23700,54,43,0,selenium/48_9.png,odio,6
137,0,141.95862073153572,0,9660,54,43,0,selenium/48_9.png,,6
138,0,305.94525654110083,0,5430,54,43,0,selenium/48_9.png,elela,6
139,0,181.44558412923695,0,8250,54,43,0,selenium/48_9.png,oye,6
140,0,270.83251281926994,0,28260,54,43,0,selenium/48_9.png,elela,6
141,0,196.21990215062283,0,28260,54,43,0,selenium/48_9.png,elela,6
142,0,97.52051066314203,0,6840,66,54,7,selenium/48_9.png,GitHub,6
143,0,104.82962367575303,0,20880,54,43,0,selenium/48_9.png,elela,6
144,0,173.65554986812256,0,28260,54,43,0,selenium/48_9.png,elela,6
145,0,129.02422253205015,0,13860,66,54,7,selenium/48_9.png,GitHub,6
146,0,60.508263898413084,0,13860,54,43,0,selenium/48_9.png,Help,6
147,0,157.64596410945634,0,28260,66,54,7,selenium/48_9.png,elela,6
148,0,232.81806201409717,0,20880,66,54,7,selenium/48_9.png,GitHub,6
149,0,38.30469945058961,0,6840,66,54,7,selenium/48_9.png,Themes,6
150,2,0.0,1,8685,255,255,255,selenium/16_0.png, Economy  class ,4
151,2,0.0,1,8685,62,62,242,selenium/16_0.png, SHOW  FLIGHTS. ,0
152,0,237.57367278383353,0,5265,255,255,255,selenium/16_0.png,‘CHILDREN,4
153,0,197.9595918363139,0,5220,255,255,255,selenium/16_0.png,FLIGHTS.,4
154,2,0.0,1,24909,255,255,255,selenium/16_0.png, City  airport ,1
155,2,0.0,1,24909,255,255,255,selenium/16_0.png, City  airport ,1
156,0,694.3019876105785,0,714,32,30,20,selenium/16_0.png,class,6
157,0,690.7765557689404,0,228,136,89,51,selenium/16_0.png,Economy,6
158,0,666.624707012874,0,345,33,31,21,selenium/16_0.png,class,6
159,0,650.8096880041046,0,1470,46,33,17,selenium/16_0.png,Economy,6
160,0,645.4674662599192,0,400,31,30,20,selenium/16_0.png,SHOW,6
161,0,644.6497110834689,0,4275,51,37,38,selenium/16_0.png,FLIGHTS.,6
162,0,633.1465075320245,0,858,29,29,15,selenium/16_0.png,Economy,6
163,0,622.4847387687508,0,480,67,44,48,selenium/16_0.png,FLIGHTS.,6
164,0,618.5978095661186,0,504,36,32,27,selenium/16_0.png,SHOW,6
165,0,606.6656822336336,0,288,159,120,82,selenium/16_0.png,class,6
166,0,602.4250990787153,0,864,157,118,80,selenium/16_0.png,class,6
167,0,584.2056572817487,0,13320,34,31,23,selenium/16_0.png,SHOW,6
168,0,583.3223808495608,0,988,161,123,88,selenium/16_0.png,SHOW,6
169,0,581.4894668005604,0,616,159,122,84,selenium/16_0.png,class,6
170,0,572.4222654649276,0,210,163,125,90,selenium/16_0.png,SHOW,6
171,0,542.1681012379833,0,725,166,129,95,selenium/16_0.png,SHOW,6
172,0,534.5233858307791,0,308,163,130,97,selenium/16_0.png,SHOW,6
173,0,530.1719060833005,0,589,163,132,101,selenium/16_0.png,FLIGHTS.,6
174,0,525.594901040716,0,288,182,182,194,selenium/16_0.png,FLIGHTS.,6
175,0,533.8035687404122,0,1440,188,195,215,selenium/16_0.png,FLIGHTS.,6
176,0,504.1708539771017,0,1232,160,118,71,selenium/16_0.png,Economy,6
177,0,498.87523490347763,0,228,169,144,118,selenium/16_0.png,FLIGHTS.,6
178,0,493.8878921374769,0,308,168,138,109,selenium/16_0.png,FLIGHTS.,6
179,0,573.0630419072583,0,294,184,191,211,selenium/16_0.png,FLIGHTS.,6
180,0,494.1831644238804,0,550,170,142,112,selenium/16_0.png,FLIGHTS.,6
181,0,618.1557247166769,0,756,188,200,228,selenium/16_0.png,FLIGHTS.,6
182,0,478.5668709804305,0,340,169,133,93,selenium/16_0.png,class,6
183,0,481.01663172909105,0,238,168,140,110,selenium/16_0.png,FLIGHTS.,6
184,0,476.2365483664604,0,198,171,146,120,selenium/16_0.png,FLIGHTS.,6
185,0,546.0517374754887,0,525,181,187,206,selenium/16_0.png,FLIGHTS.,6
186,0,473.2869108690837,0,340,171,138,99,selenium/16_0.png,SHOW,6
187,0,466.07536944146705,0,544,169,133,93,selenium/16_0.png,class,6
188,0,470.7974617603625,0,280,171,147,123,selenium/16_0.png,FLIGHTS.,6
189,0,596.4907794760956,0,1218,179,192,214,selenium/16_0.png,cS wa),6
190,0,451.5224246922848,0,459,173,146,109,selenium/16_0.png,class,6
191,0,435.72726561462736,0,320,178,152,122,selenium/16_0.png,class,6
192,0,517.8438471199595,0,483,187,199,223,selenium/16_0.png,FLIGHTS.,6
193,0,445.2563868155066,0,304,171,139,98,selenium/16_0.png,Economy,6
194,0,550.04931597085,0,513,185,197,225,selenium/16_0.png,FLIGHTS.,6
195,0,520.9539327042268,0,320,191,198,218,selenium/16_0.png,FLIGHTS.,6
196,0,428.64466636131147,0,391,175,147,116,selenium/16_0.png,SHOW,6
197,0,567.8661814195312,0,4508,183,194,221,selenium/16_0.png,cS wa),6
198,0,447.69883850642276,0,255,176,160,143,selenium/16_0.png,FLIGHTS.,6
199,0,419.01461788343374,0,525,175,147,117,selenium/16_0.png,SHOW,6
200,0,570.8084179477383,0,4361,175,188,210,selenium/16_0.png,cS wa),6
201,0,458.6602773295285,0,294,182,169,155,selenium/16_0.png,FLIGHTS.,6
202,0,446.19334374237366,0,729,180,164,147,selenium/16_0.png,FLIGHTS.,6
203,0,411.9857400444826,0,650,176,150,120,selenium/16_0.png,FLIGHTS.,6
204,0,407.5003067483508,0,189,177,150,116,selenium/16_0.png,Economy,6
205,0,416.9628280794344,0,308,172,139,100,selenium/16_0.png,Economy,6
206,0,397.9048253037402,0,342,55,50,45,selenium/16_0.png,class,6
207,0,506.3951026619432,0,160,20,18,26,selenium/16_0.png,cS wa),6
208,0,338.5059083679338,0,10793,56,53,48,selenium/16_0.png,FLIGHTS.,6
209,0,329.09725006447565,0,1260,56,53,48,selenium/16_0.png,FLIGHTS.,6
210,0,464.93440397544254,0,15158,31,28,34,selenium/16_0.png,cS wa),6
211,0,321.72853463751085,0,380,57,56,53,selenium/16_0.png,FLIGHTS.,6
212,0,317.56889016400834,0,576,57,58,58,selenium/16_0.png,FLIGHTS.,6
213,0,295.85680658048074,0,27744,255,255,255,selenium/16_0.png,class,6
214,0,326.22883073082306,0,517,59,61,64,selenium/16_0.png,FLIGHTS.,6
215,0,278.30962972919207,0,255,255,255,255,selenium/16_0.png,class,6
216,0,341.4125070936916,0,297,58,59,59,selenium/16_0.png,FLIGHTS.,6
217,0,256.05712253323475,0,2550,255,255,255,selenium/16_0.png,Economy,6
218,0,389.96987063105274,0,11737,54,59,69,selenium/16_0.png,cS wa),6
219,0,296.3144444673597,0,18894,55,52,48,selenium/16_0.png,FLIGHTS.,6
220,0,261.55783299301135,0,255,255,255,255,selenium/16_0.png,cS wa),6
221,0,240.61275942892138,0,255,255,255,255,selenium/16_0.png,FLIGHTS.,6
222,0,258.465181407477,0,270,255,255,255,selenium/16_0.png,‘CHILDREN,6
223,0,183.3609827635094,0,234,255,255,255,selenium/16_0.png,FLIGHTS.,6
224,0,148.87998522299765,0,180,176,141,98,selenium/16_0.png,Economy,6
225,0,119.5041840271712,0,550,255,255,255,selenium/16_0.png,FLIGHTS.,6
226,0,123.44735720135931,0,550,255,255,255,selenium/16_0.png,class,6
227,1,0.0,1,8685,255,255,255,selenium/16_0.png, mm/dd/yyyy ,6
228,1,0.0,1,8685,255,255,255,selenium/16_0.png, mm/dd/yyyy ,6
229,2,0.0,1,34523,255,255,255,selenium/16_0.png, mm/dd/yyyy  mm/dd/yyyy ,6
230,0,123.5,0,1140,186,155,116,selenium/16_0.png,Economy,6
231,0,94.98684119392539,0,255,188,160,119,selenium/16_0.png,TRAVEL,6
232,0,94.85383492510991,0,462,190,161,117,selenium/16_0.png,TRAVEL,6
233,0,105.01071373912283,0,1334,190,161,117,selenium/16_0.png,TRAVEL,6
234,0,68.20923691113983,0,729,255,255,255,selenium/16_0.png,RETURNING,6
235,0,34.64823227814083,0,729,255,255,255,selenium/16_0.png,airport,6
236,0,34.64823227814083,0,729,255,255,255,selenium/16_0.png,City,6
237,0,101.31633629380802,0,306,177,142,99,selenium/16_0.png,City,6
238,0,99.06689659013247,0,352,180,143,99,selenium/16_0.png,City,6
239,27,0.0,1,312660,255,255,255,selenium/16_0.png, Temes  Roundtrip  One  rl)  famine  FROM  aM AN Ney  City  airport  City  airport  pa \ an ey  RETURNING  ADULTS  reer  ‘CHILDREN  cS wa)  mm/dd/yyyy  mm/dd/yyyy  TRAVEL  CLASS ,6
240,0,88.70315665183512,0,408,207,224,245,selenium/16_0.png,aM AN Ney,6
241,0,11.067971810589327,0,228,188,160,126,selenium/16_0.png,Roundtrip,6
242,0,27.37243138634199,0,2030,190,167,141,selenium/16_0.png,Roundtrip,6
243,0,73.97972695272672,0,378,182,146,98,selenium/16_0.png,Roundtrip,6
244,0,81.79547664755063,0,323,199,207,214,selenium/16_0.png,Temes,6
245,0,17.72004514666935,0,260,191,176,157,selenium/16_0.png,One,6
246,0,109.16615775962805,0,247,197,204,213,selenium/16_0.png,Temes,6
247,0,124.80785231707178,0,324,196,203,212,selenium/16_0.png,aM AN Ney,6
248,0,72.29280738773394,0,12660,255,255,255,selenium/16_0.png,‘CHILDREN,6
249,0,54.938602093609916,0,620,189,164,132,selenium/16_0.png,Roundtrip,6
250,0,39.3605132080363,0,494,197,192,191,selenium/16_0.png,Temes,6
251,0,37.566607512523674,0,2700,192,176,159,selenium/16_0.png,One,6
252,0,46.32493928760188,0,462,189,160,121,selenium/16_0.png,Roundtrip,6
253,0,87.2424781858012,0,306,198,208,225,selenium/16_0.png,,6
254,0,91.09335870413386,0,812,198,207,217,selenium/16_0.png,aM AN Ney,6
255,0,84.97793831342344,0,456,189,154,110,selenium/16_0.png,Roundtrip,6
256,0,60.12071190529932,0,2565,189,160,121,selenium/16_0.png,Roundtrip,6
257,0,111.94864894227175,0,357,200,211,231,selenium/16_0.png,,6
258,0,108.24047302187847,0,340,198,204,209,selenium/16_0.png,aM AN Ney,6
259,0,228.7935750846164,0,429,203,220,246,selenium/16_0.png,cS wa),6
260,0,167.40967713964446,0,576,204,217,239,selenium/16_0.png,,6
261,0,99.72462083156798,0,912,207,224,245,selenium/16_0.png,aM AN Ney,6
262,0,61.516258013634086,0,4690,194,183,169,selenium/16_0.png,rl),6
263,0,136.4047286570374,0,361,181,144,88,selenium/16_0.png,Roundtrip,6
264,0,213.3547515289969,0,437,203,216,238,selenium/16_0.png,cS wa),6
265,0,229.13587671946968,0,468,200,214,233,selenium/16_0.png,cS wa),6
266,0,91.94155752433173,0,440,191,162,118,selenium/16_0.png,Roundtrip,6
267,0,124.78982330302419,0,266,195,193,193,selenium/16_0.png,aM AN Ney,6
268,0,135.82065380493498,0,999,193,189,184,selenium/16_0.png,aM AN Ney,6
269,0,138.20455853552733,0,441,197,203,210,selenium/16_0.png,,6
270,0,233.08850250494982,0,357,197,204,219,selenium/16_0.png,cS wa),6
271,0,87.70689824637512,0,588,201,207,218,selenium/16_0.png,Temes,6
272,0,89.7008918573277,0,625,191,165,135,selenium/16_0.png,One,6
273,0,90.94641279346867,0,420,191,169,141,selenium/16_0.png,One,6
274,0,199.81053525777864,0,340,198,200,210,selenium/16_0.png,,6
275,0,148.36525873667327,0,342,192,183,170,selenium/16_0.png,Temes,6
276,0,132.34991499808376,0,2074,191,162,118,selenium/16_0.png,Roundtrip,6
277,0,94.08506789071261,0,12060,204,217,239,selenium/16_0.png,Temes,6
278,0,170.36578294951133,0,570,195,199,204,selenium/16_0.png,,6
279,0,127.44508621363164,0,288,195,170,130,selenium/16_0.png,Roundtrip,6
280,0,151.56681694882954,0,272,193,188,185,selenium/16_0.png,aM AN Ney,6
281,0,203.05479556021325,0,195,198,200,210,selenium/16_0.png,,6
282,0,157.8171410208663,0,612,194,190,185,selenium/16_0.png,aM AN Ney,6
283,0,170.13891383219772,0,361,192,186,179,selenium/16_0.png,aM AN Ney,6
284,0,185.22418848519757,0,1120,193,184,174,selenium/16_0.png,aM AN Ney,6
285,0,180.65574997768545,0,798,196,195,197,selenium/16_0.png,,6
286,0,173.28733363982494,0,1798,195,193,192,selenium/16_0.png,,6
287,0,179.13402803487674,0,288,192,181,167,selenium/16_0.png,Temes,6
288,0,222.79418753638973,0,1924,196,195,197,selenium/16_0.png,,6
289,0,205.54804791094466,0,1230,194,185,175,selenium/16_0.png,aM AN Ney,6
290,0,204.02205763103166,0,408,198,178,147,selenium/16_0.png,Roundtrip,6
291,0,261.6027522790997,0,288,195,190,187,selenium/16_0.png,,6
292,0,193.94135711601072,0,3969,195,170,130,selenium/16_0.png,Roundtrip,6
293,0,226.86229303257957,0,1485,196,190,185,selenium/16_0.png,,6
294,0,180.11177085354527,0,1960,191,174,153,selenium/16_0.png,Temes,6
295,0,184.5,0,1260,198,174,138,selenium/16_0.png,Roundtrip,6
296,0,240.6600299177244,0,638,193,182,168,selenium/16_0.png,aM AN Ney,6
297,0,178.51120413016096,0,2067,192,172,147,selenium/16_0.png,Temes,6
298,0,194.59252298071476,0,208,193,174,147,selenium/16_0.png,Temes,6
